,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,service,orig_h,resp_h,resp_p,orig_p
147,1556888882.004598,CXixHq4PVovlXjTbj6,10.0.3.15,34338,119.188.218.229,443,tcp,10.062793016433716,849.0,7670.0,SF,0,ShADadFf,13,1389,15,8274,ssl,10.0.3.15,119.188.218.229,443,34338
159,1556888891.978369,CPhg8f2o9O3Xqn0C6,10.0.3.15,33483,119.188.218.229,443,tcp,39.92831802368164,865.0,17755.0,SF,0,ShADadFf,18,1605,25,18759,ssl,10.0.3.15,119.188.218.229,443,33483
374,1556889749.596248,CVha1h19wNFFIFAKc6,10.0.3.15,49108,119.188.218.229,443,tcp,61.58029103279114,4009.0,141819.0,SF,0,ShADadFf,112,8509,147,147703,ssl,10.0.3.15,119.188.218.229,443,49108
361,1556889749.600727,C5DEvk1XM9mPAWfPW7,10.0.3.15,47300,119.188.218.229,443,tcp,0.6585648059844971,2048.0,119080.0,SF,0,ShADadFf,59,4428,106,123324,ssl,10.0.3.15,119.188.218.229,443,47300
362,1556889749.601567,Cycam33tvM0l22NzGe,10.0.3.15,44194,119.188.218.229,443,tcp,3.1580069065093994,1643.0,93416.0,SF,0,ShADadFf,57,3943,100,97420,ssl,10.0.3.15,119.188.218.229,443,44194
