src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,ip_version,bidirectional_first_seen_ms,bidirectional_last_seen_ms,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,application_name,application_category_name,ts,uid,service,conn_state,missed_bytes,history,version,cipher,curve,server_name,resumed,established,cert_chain_fuids,subject,issuer,server_certificate.version,server_certificate.serial,server_certificate.subject,server_certificate.issuer,server_certificate.not_valid_before,server_certificate.not_valid_after,server_certificate.key_alg,server_certificate.sig_alg,server_certificate.key_type,server_certificate.key_length,server_certificate.exponent,server_basic_constraints.ca
192.168.56.105,192.168.56.107,60612,443,6,1634441725,5186239.0,11246.492882414406,6.362992526954504,3.085087285796124,3.2779052411583813,16,17,2087,56240,787.0,66.0,130.4375,177.79903288193103,13098.0,66.0,3308.235294117647,4076.309685305943,13098,66,1767.4848484848485,3331.29421679643,11097521.158861345,320,340,20,3,162069.96875,4961495.0,0.0,862399.8994634639,5186239.0,4963002.0,0.0,345749.26666666666,1234910.727593185,5184554.0,5006743.0,102.0,324034.625,1209593.5737617034,0,0,0,0,1,0,0,0,0,0,0,1.0625,1767.4848484848485,29200,503,100298.0,78.0,39489.66666666666,43622.43389460163,4916247.0,18015.0,1693269.3333333333,2279583.9998947666,0.0,0.0,53804.0,9.0,0.0,352810.8012406476,130.4375,3308.235294117647,0,16,17,2087,56240,4,1634441725885,1634441731071,1634441725885,1634441731071,5186,1634441725885,1634441731069,5184,TLS,Web,1634441725.885099,ClQqtxkFtAQ7wNaX,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FLnMN12uw9UmYzkRXk,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60614,443,6,1634441726,22327588.0,5645.885260870991,3.6277989364547576,1.8362932888227783,1.791505647631979,41,40,7289,118770,855.0,66.0,177.78048780487805,252.09652740858883,10939.0,66.0,2969.25,2988.5287831138585,10939,66,1556.283950617284,2527.9374710707643,6390467.857643652,820,800,20,8,279094.85,5004367.0,0.0,1000403.832092147,22327588.0,5005587.0,0.0,558189.7,1358781.5101399708,22326147.0,5005687.0,76.0,572465.3076923077,1379123.564662757,0,0,0,0,1,0,0,0,0,0,0,0.975609756097561,1556.283950617284,29200,501,4998103.0,1181.0,1715455.3,1783288.2987172909,5003047.0,17716.0,1846379.8333333333,1937042.723678668,0.0,0.0,54151.0,12.0,0.0,196122.88691904425,177.78048780487805,2969.25,0,41,40,7289,118770,4,1634441726284,1634441748611,1634441726284,1634441748611,22327,1634441726284,1634441748610,22326,TLS,Web,1634441726.284,C3rRks4JTIbWmqsR93,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FNrxt12PfeU7vwzRh4,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60616,443,6,1634441734,6018517.0,9724.98706907366,5.316924418424007,2.6584622092120034,2.6584622092120034,16,16,2113,56417,813.0,66.0,132.0625,183.8095035457906,13098.0,66.0,3526.0625,4105.946548433595,13098,66,1829.0625,3365.427238270611,11326100.49609375,320,320,20,3,194145.70967741936,4967071.0,0.0,887713.1931589164,6018517.0,4967998.0,0.0,401234.4666666667,1245581.200380174,6017035.0,5008630.0,97.0,401135.6666666667,1254417.7149198567,0,0,0,0,1,0,0,0,0,0,0,1.0,1829.0625,29200,503,919307.0,121.0,315286.3333333333,427242.1470667685,4925512.0,26311.0,1970896.0,2123780.3676967165,0.0,0.0,54047.0,9.0,0.0,55507.28567144436,132.0625,3526.0625,0,16,16,2113,56417,4,1634441734482,1634441740500,1634441734482,1634441740500,6018,1634441734482,1634441740499,6017,TLS,Web,1634441734.482364,CQcdg84vbTFcisAPVf,ssl,RSTO,0,ShADadR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FX4NRe2yATUYvYTeNh,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60706,443,6,1634441747,5249778.0,10446.3464931279,5.905011602395377,2.857263678578408,3.047747923816969,15,16,1942,52899,714.0,60.0,129.46666666666667,165.71335358249064,10827.0,66.0,3306.1875,3712.869682246301,10827,60,1769.0645161290322,3106.219068105705,9648596.899063475,300,320,20,4,174992.6,5013190.0,1.0,899098.8193947166,5249778.0,5015883.0,1.0,374984.1428571429,1288109.4251470063,5248700.0,5014759.0,95.0,349913.3333333333,1247664.984647544,0,0,0,0,1,0,0,0,0,0,0,1.0666666666666669,1769.0645161290322,29200,503,191629.0,42.0,71384.66666666667,85517.73459087627,5011621.0,24615.0,1742420.0,2312672.2454945203,0.0,0.0,50529.0,8.0,0.0,253120.86723039317,129.46666666666667,3306.1875,0,15,16,1942,52899,4,1634441747243,1634441752493,1634441747243,1634441752493,5250,1634441747243,1634441752492,5249,TLS,Web,1634441747.243607,CP1IYmU2MlURW3JC5,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FwlTporJtuxs3pNjd,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60710,443,6,1634441749,5118399.0,11249.6114507681,5.665834179789423,2.5398567012849136,3.1259774785045087,13,16,1840,55740,738.0,66.0,141.53846153846155,181.8281586826992,14546.0,66.0,3483.75,4699.883475949165,14546,66,1985.5172413793105,3868.399148722979,14964511.973840669,260,320,20,3,182799.9642857143,5004252.0,1.0,927967.9600318522,5118399.0,5005543.0,1.0,426533.25,1380735.2562630128,5117205.0,5005467.0,94.0,341147.0,1246704.520085547,0,0,0,0,1,0,0,0,0,0,0,1.2307692307692308,1985.5172413793105,29200,503,57359.0,130.0,28776.33333333333,23363.68478833955,5003037.0,33048.0,1696773.6666666667,2337897.2254063883,0.0,0.0,53370.0,8.0,0.0,766094.882652695,141.53846153846155,3483.75,0,13,16,1840,55740,4,1634441749844,1634441754962,1634441749844,1634441754962,5118,1634441749844,1634441754961,5117,TLS,Web,1634441749.8441,CPmrql2OK8wKo7nd2a,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FMV4jL3eEEKXo17rW5,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60712,443,6,1634441752,8739713.0,6957.894383946017,5.49217119601067,2.860505831255557,2.6316653647551127,25,23,3293,57517,757.0,60.0,131.72,183.50335582762511,8754.0,66.0,2500.7391304347825,2752.859702317341,8754,60,1266.875,2247.087815605271,5049403.651041667,500,460,20,5,185951.3404255319,5001384.0,0.0,878593.7552204145,8739713.0,5003391.0,0.0,364154.7083333333,1203212.7398887973,8737895.0,5002526.0,63.0,397177.0454545455,1256574.7106779993,0,0,0,0,1,0,0,0,0,0,0,0.92,1266.875,29200,501,3589797.0,83.0,913941.75,1544973.0340050235,5000242.0,17034.0,1442830.8333333333,2045883.632246909,0.0,0.0,54196.0,13.0,0.0,1118411.820545627,131.72,2500.7391304347825,0,25,23,3293,57517,4,1634441752154,1634441760893,1634441752154,1634441760893,8739,1634441752154,1634441760892,8738,TLS,Web,1634441752.154268,C5bQcc1ampmECwJEfd,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FZv1ZU1bAJANtl9Eu3,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60714,443,6,1634441757,5070733.0,11568.347219228464,6.705144995802383,3.3525724979011917,3.3525724979011917,17,17,2173,56487,813.0,60.0,127.82352941176472,179.12573148953476,13098.0,66.0,3322.764705882353,4065.953958383629,13098,60,1725.2941176470588,3291.4960261202496,10833946.089965396,340,340,20,4,153658.57575757577,4971321.0,0.0,851689.79596504,5070733.0,4973274.0,0.0,316920.8125,1202353.0247305292,5068780.0,5011780.0,60.0,316798.75,1212256.8502281448,0,0,0,0,1,0,0,0,0,0,0,1.0,1725.2941176470588,29200,503,24926.0,100.0,10714.666666666666,10449.388413788734,4930862.0,6630.0,1000653.0,1965119.4385489144,0.0,0.0,54051.0,9.0,0.0,2241756.8744556424,127.82352941176472,3322.764705882353,0,17,17,2173,56487,4,1634441757910,1634441762981,1634441757910,1634441762981,5071,1634441757910,1634441762979,5069,TLS,Web,1634441757.910307,CcNuIc3nuMnXx4ZqZ7,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FDs3XNp1FhmxpBeC8,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60716,443,6,1634441760,11065723.0,5630.359624942717,4.608826734592941,2.259228791467128,2.3495979431258127,25,26,4168,58136,858.0,66.0,166.72,239.64749445800595,8318.0,66.0,2236.0,2388.079144417119,8318,66,1221.6470588235295,2001.3977059528447,4005592.77739331,500,520,20,5,221314.46,5007337.0,0.0,892837.0182689383,11065723.0,5008423.0,0.0,461071.7916666667,1245317.0300576068,11064089.0,5008385.0,48.0,442563.56,1228497.1290461228,0,0,0,0,1,0,0,0,0,0,0,1.04,1221.6470588235295,29200,501,3611768.0,35.0,993603.0,1372669.7553605773,5006289.0,10412.0,1371110.625,1835360.180919602,0.0,0.0,54193.0,14.0,0.0,190375.31967512576,166.72,2236.0,0,25,26,4168,58136,4,1634441760054,1634441771120,1634441760054,1634441771120,11066,1634441760054,1634441771118,11064,TLS,Web,1634441760.054397,CvAL6J32Vpf9pMol3,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FuYM7q36pm50i6p0v5,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60720,443,6,1634441769,7046062.0,16845.295996543886,8.515394840408728,3.690004430843782,4.825390409564946,26,34,3395,115298,787.0,66.0,130.57692307692307,184.36109490239383,13098.0,66.0,3391.1176470588234,3058.3554285490827,13098,66,1978.2166666666667,2815.243992336879,7925598.736388889,520,680,20,4,119424.77966101696,5003123.0,0.0,686016.8545101021,7046062.0,5006480.0,0.0,281842.48,1032591.229577014,7042794.0,5003982.0,75.0,213418.0,906561.1305190956,0,0,0,0,1,0,0,0,0,0,0,1.3076923076923077,1978.2166666666667,29200,501,1890121.0,93.0,334394.0,695842.2477889655,5002264.0,21575.0,1168216.8333333333,1844083.9368258533,0.0,0.0,55870.0,12.5,0.0,1264255.9739319333,130.57692307692307,3391.1176470588234,0,26,34,3395,115298,4,1634441769772,1634441776818,1634441769772,1634441776818,7046,1634441769772,1634441776815,7043,TLS,Web,1634441769.772812,CQ18uC1iAlxeHhwabj,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,F2Fwpp48nUTYNQcBQf,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60724,443,6,1634441774,5053814.0,782.9730180018497,3.3637961349586667,1.7808332479192943,1.5829628870393726,9,8,1671,2286,833.0,66.0,185.66666666666663,238.46779423831828,1083.0,66.0,285.75,337.767209036046,1083,66,232.76470588235293,293.7505002572491,86289.3564013841,180,160,20,3,315863.375,4965864.0,24.0,1200686.9999865117,5053814.0,4967195.0,542.0,631726.75,1638830.5361345136,5051798.0,5007549.0,994.0,721685.4285714285,1749730.787647783,0,0,0,0,1,0,0,0,0,0,0,0.8888888888888888,232.76470588235293,29200,503,0.0,0.0,0.0,0.0,4924179.0,7943.0,1655275.6666666667,2311487.641061391,0.0,0.0,0.0,0.0,0.0,0.0,185.66666666666663,285.75,0,9,8,1671,2286,4,1634441774407,1634441779461,1634441774407,1634441779461,5054,1634441774407,1634441779459,5052,TLS,Web,1634441774.407866,CMyLgI16wJX0cGLo3,ssl,RSTO,0,ShADadR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FHS9V42QzNkaflB7ca,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60738,443,6,1634441778,9482828.0,6321.426477417918,3.796335860989992,1.898167930494996,1.898167930494996,18,18,2837,57108,757.0,66.0,157.61111111111111,210.64877004385204,11995.0,66.0,3172.6666666666665,3941.378298119693,11995,66,1665.138888888889,3172.074699211313,10062057.897376545,360,360,20,4,270937.9428571428,5018893.0,0.0,1091206.2477522215,9482828.0,5021100.0,0.0,557813.4117647059,1514212.481670687,9480573.0,5020572.0,320.0,557680.7647058824,1521019.4867375875,0,0,0,0,1,0,0,0,0,0,0,1.0,1665.138888888889,29200,501,4363310.0,111.0,1462368.6666666667,2051297.8652469972,5017214.0,8042.0,1881155.4,2288258.063470779,0.0,0.0,54114.0,9.0,0.0,2683826.8114863858,157.61111111111111,3172.6666666666665,0,18,18,2837,57108,4,1634441778293,1634441787776,1634441778293,1634441787776,9483,1634441778293,1634441787774,9481,TLS,Web,1634441778.293698,CGbbGpyn35JVAPhKl,ssl,RSTO,0,ShADadR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FhhYqw4YhYOukQgBWc,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60754,443,6,1634441780,7608380.0,8438.98438300926,5.520229010643528,2.760114505321764,2.760114505321764,21,21,3837,60370,813.0,66.0,182.7142857142857,248.42401211621703,14546.0,66.0,2874.7619047619046,3987.873569958973,14546,66,1528.7380952380952,3129.569482483432,9794205.14569161,420,420,20,5,185570.24390243905,5005214.0,0.0,826628.4860890603,7608380.0,5006662.0,0.0,380419.0,1152858.449992062,7606309.0,5007042.0,121.0,380315.45,1156204.5010275852,0,0,0,0,1,0,0,0,0,0,0,1.0,1528.7380952380952,29200,501,2053948.0,28.0,495619.8,788508.339419286,5003386.0,29958.0,1496651.4,1898842.601687733,0.0,0.0,53998.0,9.0,0.0,136399.2300736078,182.7142857142857,2874.7619047619046,0,21,21,3837,60370,4,1634441780107,1634441787716,1634441780107,1634441787716,7609,1634441780107,1634441787714,7607,TLS,Web,1634441780.107966,ClZrjDlW03K2nwWLf,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FQYOd7Ckl1ZSGL7kf,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60810,443,6,1634441782,5140134.0,1948.0036901761705,4.863686433077426,2.334569487877165,2.5291169452002613,12,13,3231,6782,825.0,66.0,269.25,298.7820066536805,2962.0,66.0,521.6923076923077,778.5734869337724,2962,66,400.52,611.5293039585266,373968.0896,240,260,20,5,214172.25,4975329.0,0.0,992866.8290645464,5140134.0,4977396.0,0.0,467284.9090909091,1426329.8749031282,5138272.0,5015754.0,252.0,428189.3333333333,1383291.7241988,0,0,0,0,1,0,0,0,0,0,0,1.0833333333333333,400.52,29200,501,41740.0,548.0,27353.0,16046.282856163292,4934904.0,30582.0,1016729.0,1959090.807112728,0.0,0.0,0.0,0.0,0.0,0.0,269.25,521.6923076923077,0,12,13,3231,6782,4,1634441782639,1634441787780,1634441782639,1634441787780,5141,1634441782639,1634441787778,5139,TLS,Web,1634441782.639896,CLYabs13T05IEaBmI8,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,F268lsmRW5k8nZ33c,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60812,443,6,1634441782,5016576.0,2671.9419779546847,3.986783016942234,1.794052357624005,2.1927306593182285,9,11,1595,11809,757.0,66.0,177.22222222222223,215.64929233352612,7306.0,66.0,1073.5454545454545,2038.527024533172,7306,66,670.2,1582.8276153769873,2505343.26,180,220,20,3,264030.3157894737,5002326.0,15.0,1116827.1498264533,5016576.0,5003753.0,676.0,627072.0,1654230.323307867,5015248.0,5003241.0,99.0,501524.8,1500572.2652874668,0,0,0,0,1,0,0,0,0,0,0,1.2222222222222223,670.2,29200,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.22222222222223,1073.5454545454545,0,9,11,1595,11809,4,1634441782705,1634441787722,1634441782705,1634441787722,5017,1634441782705,1634441787720,5015,TLS,Web,1634441782.705634,CZwpfk1uYvpKAnUco1,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FliaBg1gQXFV9dzOm6,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60820,443,6,1634441786,7293132.0,8244.880251721757,5.210381493163705,2.6051907465818527,2.6051907465818527,19,19,2977,57154,837.0,60.0,156.68421052631578,218.9119151457905,11995.0,66.0,3008.1052631578946,3899.137339068691,11995,60,1582.3947368421052,3107.772146185089,9658247.712603876,380,380,20,5,197111.67567567568,5044916.0,0.0,873685.5113519242,7293132.0,5045992.0,0.0,405174.0,1218924.0001726476,7291703.0,5046046.0,327.0,405094.6111111111,1222623.7662570945,0,0,0,0,1,0,0,0,0,0,0,1.0,1582.3947368421052,29200,501,2053966.0,31.0,428468.0,812895.2562398184,5043786.0,20543.0,1437438.8,1958051.4532196952,0.0,0.0,54114.0,9.0,0.0,540027.5432608826,156.68421052631578,3008.1052631578946,0,19,19,2977,57154,4,1634441786114,1634441793407,1634441786114,1634441793407,7293,1634441786114,1634441793405,7291,TLS,Web,1634441786.114167,CQsfPF3dXsSVKARo6c,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,FOTy292smO90DkF1di,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60822,443,6,1634441792,5072354.0,11555.778638478308,6.703002195824661,2.957206851099115,3.7457953447255457,15,19,1948,56667,714.0,66.0,129.86666666666667,165.55235492804752,14546.0,54.0,2982.4736842105262,4482.348143650427,14546,54,1723.970588235294,3639.484639383909,13245848.44031142,300,380,20,3,153707.69696969696,4964418.0,0.0,850466.7830921916,5072211.0,4967318.0,0.0,362300.78571428574,1277314.5028217365,5072321.0,5005583.0,57.0,281795.6111111111,1145715.1318667084,0,0,0,0,1,0,0,0,0,0,0,1.2666666666666666,1723.970588235294,29200,0,25465.0,72.0,12768.5,12696.5,4923253.0,18344.0,1247452.75,2122225.762784485,0.0,0.0,54111.0,9.0,0.0,1691074.4421526345,129.86666666666667,2982.4736842105262,0,15,19,1948,56667,4,1634441792079,1634441797152,1634441792079,1634441797152,5073,1634441792079,1634441797152,5073,TLS,Web,1634441792.079879,Cfq2gi4wJzv6ajhtC8,ssl,RSTR,0,ShDaAdfRr,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,F64LLG1MMDKch2ZrAd,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
192.168.56.105,192.168.56.107,60824,443,6,1634441794,9917543.0,6436.67489014164,3.9324256017846353,1.915797088048925,2.0166285137357103,19,20,3053,60783,834.0,66.0,160.68421052631578,228.4642209997187,10939.0,66.0,3039.15,3583.0857968376927,10939,66,1636.820512820513,2946.0662505109653,8679306.352399739,380,400,20,4,260987.97368421053,4965451.0,1.0,1056791.1122894995,9917543.0,4966469.0,1.0,550974.6111111111,1482799.0892337572,9915875.0,5006673.0,181.0,521888.15789473685,1455949.0290525197,0,0,0,0,1,0,0,0,0,0,0,1.0526315789473684,1636.820512820513,29200,501,4500998.0,127.0,1213441.25,1902419.9810162024,4924229.0,9745.0,1636493.6666666667,2180810.811027684,0.0,0.0,57629.0,10.0,0.0,170225.02111972967,160.68421052631578,3039.15,0,19,20,3053,60783,4,1634441794033,1634441803950,1634441794033,1634441803950,9917,1634441794033,1634441803949,9916,TLS,Web,1634441794.033104,CzErb71Cl24xMzIsnb,ssl,RSTO,0,ShADadfR,TLSv12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,x25519,api.my,False,True,Fb1FuG1Gv1ULVRLDr7,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",3,00,"CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE","CN=localhost,O=Apache Friends,L=Berlin,ST=Berlin,C=DE",1096593030.0,1285809030.0,rsaEncryption,md5WithRSAEncryption,rsa,1024,65537,True
