uid,ts,six_tuple,request,response,orig_fuids,resp_fuids,src_ip,dst_ip,src_port,dst_port,protocol,user_agent,host,application_name,application_category_name
CwLMzG1O8zreaMUVze-2,1634117606.032576,192.168.56.105-192.168.56.107-80-tcp-Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0-192.168.56.107,"""GET /mutillidae/images/favicon.ico HTTP/1.1\r\nTE:trailers\r\nHost:192.168.56.107\r\nConnection:keep-alive\r\nX-Forwarded-For:192.168.56.108\r\nX-Forwarded-Proto:https\r\nX-Forwarded-Host:192.168.56.105\r\nX-Forwarded-Port:8443\r\nX-Real-IP:192.168.56.108\r\nCookie:PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1\r\nUser-Agent:Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0\r\nAccept:image/webp,*/*\r\nAccept-Language:en-US,en;q=0.5\r\nAccept-Encoding:gzip, deflate\r\n""","""HTTP/1.1 200 OK\r\nDate:Wed, 13 Oct 2021 09:33:26 GMT\r\nServer:Apache/2.4.51 (Unix) OpenSSL/1.1.1l PHP/8.0.11 mod_perl/2.0.11 Perl/v5.32.1\r\nLast-Modified:Mon, 11 Oct 2021 16:28:49 GMT\r\nETag:\""47e-5ce16394663d8\""\r\nAccept-Ranges:bytes\r\nContent-Length:1150\r\nKeep-Alive:timeout=5, max=99\r\nConnection:Keep-Alive\r\n\r\n\r\n\\x00\\x00\\x01\\x00\\x01\\x00\\x10\\x10\\x00\\x00\\x01\\x00 \\x00h\\x04\\x00\\x00\\x16\\x00\\x00\\x00(\\x00\\x00\\x00\\x10\\x00\\x00\\x00 \\x00\\x00\\x00\\x01\\x00 \\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00!!\\xa1\\x1a\\x1d\\x1d\\xa0\\x1f\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\n\n\\xc9m\\x01\\x01\\xf9\\xfc\\x00\\x00\\xfb\\xfe\f\f\u0203\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00..i\\x19\\x17\\x17\\xab\\xf6))z\\xfe++u\\xfe\\x17\\x17\\xab\\xfc&&w,\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00''zY44V\\xfe???\\xff???\\xff66Q\\xfe''xq\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x13\\x13\\xdcf\\x00\\x00\\xfc\\xff\\x05\\x05\\xe9\\xff\\x05\\x05\\xe8\\xff\\x00\\x00\\xfb\\xff\\x07\\x07\\xe2~\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x02\\x00\\x00\\x00+\\x00\\x00\\x00\\x00\\x17\\x17\\xbc;\\x00\\x00\\xfe\\xff\\x00\\x00\\xff\\xff\\x00\\x00\\xff\\xff\\x00\\x00\\xff\\xff\\x11\\x11\\xc9T\\x00\\x00\\x00\\x00\\x00\\x00\\x00&\\x00\\x00\\x00\\x06\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x17\\x00\\x00\\x002**x\\x02\\x1c\\x1c\\x9f\\xc5\\x07\\x07\\xe8\\xfe\\x05\\x05\\xed\\xfe\\x1b\\x1b\\xa5\\xd7**\\x85\b\\x00\\x00\\x00(\\x00\\x00\\x00!\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x006\\x00\\x00\\x00H///\\x18669\\xc1779\\xd0444\\x1f\\x00\\x00\\x00B\\x00\\x00\\x00?\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x19\\x00\\x00\\x00\\x03\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x11\\x06\\x06\\x06d:::\\xf5===\\xfb\\x0b\\x0b\\x0bp\\x00\\x00\\x00\\x17\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x1b\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x02\\x00\\x00\\x006\\x00\\x00\\x00\\x1d\\x00\\x00\\x00\\x00!!!f???\\xff??@\\xff%%%~\\x00\\x00\\x00\\x01\\x00\\x00\\x00\\x13\\x00\\x00\\x00<\\x00\\x00\\x00\\x05\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00D\\x00\\x00\\x00]\\x15\\x154\\x80\n\n\\xd4\\xfe\b\b\\xdc\\xfe\\x18\\x18G\\x90\\x00\\x00\\x00]\\x00\\x00\\x00M\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x93s\\x00\\x00\\xff\\xff\\x00\\x00\\xff\\xff\\x00\\x00\\xa4\\x8b\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\b\\x00\\x00\\x00\\\\x00\\x00PR\\x00\\x00\\xf4\\xf4\\x00\\x00\\xf7\\xf9\\x00\\x00i\\\\x00\\x00\\x00_\\x00\\x00\\x00\\x0e\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x006\\x00\\x00\\x00\\x06\\x00\\x00\\x97!\\x00\\x00\\xde\\xdc\\x00\\x00\\xdf\\xe5\\x00\\x00\\x9b0\\x00\\x00\\x00\\x03\\x00\\x00\\x009\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x1c\\x00\\x00\\x00\\x13\\x00\\x00\\x00\\x07\\x00\\x00\\x10>\\x00\\x00P\\xb0\\x00\\x00\\\\xad\\x00\\x00\\x17I\\x00\\x00\\x00\\x0b\\x00\\x00\\x00\f\\x00\\x00\\x00$\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x18\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x19\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\xfe\u007f\\xacA\\xfc?\\xacA\\xf8\\x1f\\xacA\\xf8\\x1f\\xacA\\xf8\\x1f\\xacA\\xc8\\x13\\xacA\\xe0\\x07\\xacA\\xf0\\x0f\\xacA\\xc8\\x13\\xacA\\xc4\\x03\\xacA\\xf0\\x0f\\xacA\\xfc?\\xacA\\xf0\\x0f\\xacA\\xf0\\x0f\\xacA\\xe0\\x07\\xacA\\xfb\u07ecA""",,--FGC8v4swymKCwymh4,192.168.56.105,192.168.56.107,35982,80,6,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,192.168.56.107,HTTP,Web
CxM6bx1hmmngrBs1f7-47,1634117605.690637,192.168.56.105-192.168.56.107-80-tcp-Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0-192.168.56.107,"""GET /mutillidae/images/youtube-play-icon-40-40.png HTTP/1.1\r\nTE:trailers\r\nHost:192.168.56.107\r\nConnection:keep-alive\r\nX-Forwarded-For:192.168.56.108\r\nX-Forwarded-Proto:https\r\nX-Forwarded-Host:192.168.56.105\r\nX-Forwarded-Port:8443\r\nX-Real-IP:192.168.56.108\r\nCookie:PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1\r\nUser-Agent:Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0\r\nAccept:image/webp,*/*\r\nAccept-Language:en-US,en;q=0.5\r\nAccept-Encoding:gzip, deflate\r\nReferer:https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?\r\n""","""HTTP/1.1 200 OK\r\nDate:Wed, 13 Oct 2021 09:33:25 GMT\r\nServer:Apache/2.4.51 (Unix) OpenSSL/1.1.1l PHP/8.0.11 mod_perl/2.0.11 Perl/v5.32.1\r\nLast-Modified:Mon, 11 Oct 2021 16:28:49 GMT\r\nETag:\""417-5ce163946737a\""\r\nAccept-Ranges:bytes\r\nContent-Length:1047\r\nKeep-Alive:timeout=5, max=54\r\nConnection:Keep-Alive\r\nContent-Type:image/png\r\n\r\n\r\n\\x89PNG\r\n\\x1a\n\\x00\\x00\\x00\rIHDR\\x00\\x00\\x00(\\x00\\x00\\x00(\b\\x06\\x00\\x00\\x00\\x8c\\xfe\\xb8m\\x00\\x00\\x00\\x06bKGD\\x00\\xff\\x00\\xff\\x00\\xff\\xa0\\xbd\\xa7\\x93\\x00\\x00\\x00\tpHYs\\x00\\x00\\x0b\\x13\\x00\\x00\\x0b\\x13\\x01\\x00\\x9a\\x9c\\x18\\x00\\x00\\x00\\x07tIME\\x07\\xe2\t\\x1a\\x16*\\x10\u03db\\xc6-\\x00\\x00\\x03\\xa4IDATX\\xc3\\xed\\x98\\xdfk[e\\x18\\xc7?\\xcf\\xc9I\\x9bfI\\xe6\\x86\\xe2h\\xacv?\\zl\\xe7D,2\\xc1\\xecN\\x10T\\xb4\f\\x9d\\x17\\xbb\\xf0J\\xf0\\xca\\xff\\xc3\\x1f\\x88\\xbdRt\\xfe@AEX\\x99\\xb8\t*B\\xeb\nb\\xae\u058d\\x98n][\\xe6\\xb6R\\xb6u[\u007f$=I\\xde\u01cbs\\x12\\xb34\\xa1KZh\\x06\\xf9\u0097C\\xe0\\xcd\\xf3~\\xcf\\xf3<\\xef\\xf7}\\xdf\\x03m\\xb4\\xd1\\xc6\\xfd\r\\xa9\\xfc\\xf1\\xef\\x01\\x87G&\\xd2u\\x07\\xcf\\x1dpB\n!\\xa0\u00e7\r\\xd8\n\\x01\\xc0\\xaa\\x88\\xa7\\x80\\x11(\\x02\\x05\\x9f.\\xe0\n\\xe4vM\\xa4s\\xf5\\xe6\\xa8\\xd6P\\x16xy\\xc0\\xa1\\xe7\\\\x9a+O:QU\\xde\\x05\\x9e\\x03\\xe2\\xc0N\\x81N\u007fl%\\xa9\\xf1\\xac\\x86\\xd6x\\x96\\xa9\\xb0\n\\xdc\\x04\\xae\\x00\\xe3\""|\\x14?\\x9b^,iY\\x13\\xf8\\xf2\\x80\\xf32pRdk\u02a9\\xdek\\xbc\\xd2s.\\xfd\\x13\\xc0L\\xbf\\x835\\xd3\\xef\\x000;\\xe0\\x1cV\\x18)\r\\xdc\n\\xfa)\\x1e\\x99\\x1dp\\x0e\\xdfU\\xe2\\xe9\\xc7\\x1d\\x91\\x0e~\\x108\\xd2\n\\x0bC\\xe1G\\x8a\\xbc\\xde\\xfbOZm\\x00:\u0623\u042f\\xad\\xb3x\\xfb\t\\xb0\\x07\\x98\\xb2=\\xc5\\x1a\\x07\\xba[\\xc8]\\xba\\xfd\\x05\\xea\t,*1\\x81\\x18\u04b8K\\xa9\\xeb\""\\xb6\r\\x96lf\\x8dc\n1|\\xefB!\\xa2\\x88\\xa8\n\\x8d\\xd0\\xe4\\x0bD\\x8f\\xbe\\x89Fc\\x98\\xec*\\x8d\\xfe\\xbf.\\x11Q\\x88\\x00X\\xa9\\xbe>T\\xd9nTi\\x98\\xf9<;\\x8e\\x1d#~\\xe2\\x04\\xf6\\xd0\\x10&\\x9f\\xc7\\x14\rM\u016a\\xa2*\\xdbS}}Xa\\xc1R\\x88j\\xb5\\x8b\\xde\\x03\r@ @Ww\\x9c\\xde\\xf7\\xde'\\xf6\\xed7\\xc8\\xd3O\\xa1\\xb6M3\\xf1\\xaa\\x18\r\\x0b\\x96\\xad\\x8a\\x18\\xe8B\\x9a\\xb2\\x83\\xf2\\x16!\\xc0\\xae\\xc1g\\x89\\x1c?\u038dS\\xa7\u024d\\x8c`\\xceN\\xc0\\xf2\\x12\\xd8A\\x1a\\x8e\\xaft)\\x88\\xbf\\x8a\\xb1i\\xc2cL\\xa5B\\x1f\\x91P\\x98\\xd0kC\\xdc\\x1a|\\x86\\x85?\\xc7(\\xfe\\xfe\\x07ft\fD\\xc0\\xb2\\x1a\to\\x03\\xd8fc\\x86Z;\\xb2\b\\x0f\\xf6<F\\xe4\u0547\\x98;x\\x107\\xf9<\\xf9\\x8f\\x87\\xd1\u5546\\xe7\\xb0u\\x03\\xeel\\xb4\\xbeH\\x8c\\xa1\\xc3\\xc0\\xb6\\xbfR,~\\xf0!\\xb8n\\xa3\\x19\\xf4\\x04\\x9a\r\bT\\xad\\xddZ\\xee\\xb5k\\xdc\\xf9\\xf57\\xe6?\\xfb\\x9c\\xd5K\\x97\\xb0\\xc2a\\x10\\x8bf\\xda\\xc86\\xaa\\x80\\x14\\x9a\\xcd`%\\x8aKK\\xcc\u007f\\xf1%\\xb7N\\x9d&7y\\xc1\\xeb\\xbb\\xf06o\\xb57.\\xae\\x00\\x8a\\xedUI\\xb3\\xcd\\xf5\\xa0\\xa2\\x01\\xafl\\xf3_}\\xcd\\xdc'\\x9fR\\X@\\x0b\\x05\bX\\xebt\\xea\\xba\\xc8\\x02j\\xab`P\\x16\\x9b\\x12hY\\xdc\\x19;\\xc3\u0177\\xdf!\\x9bNc\\x85B\\xbe\\xe7l\u02b6\\xb7\\x88`\\x04\\xe0\\xef}\\x897\\x80\uf689R\\Y\\xc1\\xea\\xecD\\x02\\x81\\xcd>0\\x1c\\x1d\\xbc\\x98\\xf9\\xde\\xc6\\xdb\\x11\\x96\\xfdZ4~\\\b\\x87\u044d\\x14\\xb2\\xbe\\x83-\\x97\\xcdP\r\\xb7\\x81\\xdb\\xc0\\x03-r\\xdc*\\xe9\\xf1\\x05\nW\\x81\\xab-$\\xb0\\xa4\\xc7\\x13\\xc8\\x0e\\xa6\\xf4&\\xe7\\x81'ZD\\xe0y\\xd9\\xc9\\x14\\x805\\xbe7\\xc1\\xa1T\\x06U\\x86\\x8db\\x8cz\\xfe\\xb6\\x854\\xaa\f\\x1fJe\\x18\u07db\\xb8{Q\\x8c\\xedN\\xbc\\xa8p\\xb2\\x9c\u066d\\xc1K\\xc9\\xe9\\xcc\\xcfk.\ue8fb\\x13$\\xa73\\x8c>\\xba/\\x88e\\xbd\\x05$\\x81\\x04\\xf00\\xd0UuI\\xbf\\xd7\u02fb\\xd68\\x99U\\x1e\\xfb\\xb2\\xc0u\\xbf\\xdf\u03a0:\\x9c\\x9c\\xbd\\xb0T\u04b2&\\xe8h\\xef~\\x923\\x93u_\\xed\\x97\\xde\\xfd\\xc1 t\\x8a\\xf7\\xd9#(^\\xa6\\x83~\\xc6\\x03>K\""\\x8a\\xfc\\xff\\xe9#\\xaf\\xe0*\\xb8E\u023d03\\xe9\u059bc=\rm\\xb4\\xd1\\xc6\\xfd\\x86\\xff\\x00\\xd7`\\x85\\x19\u04f3\\x88\\xd6\\x00\\x00\\x00\\x00IEND\\xaeB`\\x82""",,--FstIfL2PjM0zzRRSph,192.168.56.105,192.168.56.107,35972,80,6,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,192.168.56.107,HTTP,Web
CE9opC3STyocZW0s11-2,1634117606.06999,192.168.56.105-192.168.56.107-80-tcp-Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0-192.168.56.107,"""GET /mutillidae/images/right.gif HTTP/1.1\r\nTE:trailers\r\nHost:192.168.56.107\r\nConnection:keep-alive\r\nX-Forwarded-For:192.168.56.108\r\nX-Forwarded-Proto:https\r\nX-Forwarded-Host:192.168.56.105\r\nX-Forwarded-Port:8443\r\nX-Real-IP:192.168.56.108\r\nCookie:PHPSESSID=62rtsju4nncm06tufplooubjbi; showhints=1\r\nUser-Agent:Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0\r\nAccept:image/webp,*/*\r\nAccept-Language:en-US,en;q=0.5\r\nAccept-Encoding:gzip, deflate\r\nReferer:https://192.168.56.105:8443/test_for_mutillidae/mutillidae/index.php?\r\n""","""HTTP/1.1 200 OK\r\nDate:Wed, 13 Oct 2021 09:33:26 GMT\r\nServer:Apache/2.4.51 (Unix) OpenSSL/1.1.1l PHP/8.0.11 mod_perl/2.0.11 Perl/v5.32.1\r\nLast-Modified:Mon, 11 Oct 2021 16:28:49 GMT\r\nETag:\""35c-5ce163946737a\""\r\nAccept-Ranges:bytes\r\nContent-Length:860\r\nKeep-Alive:timeout=5, max=99\r\nConnection:Keep-Alive\r\nContent-Type:image/gif\r\n\r\n\r\nGIF89a\b\\x00\\x0b\\x00\\x87\\x00\\x00\\x00\\x00\\x00222@@@AAABBBGGGIIILLLNNNOOOVVVXXX\\xd7\\xd7\\xd7\\xeb\\xeb\\xeb\\xef\\xef\\xef\\xf6\\xf6\\xf6\\xf9\\xf9\\xf9\\xff\\xff\\xff\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00\\x00!\\xf9\\x04\\x03\\x00\\x00\\x12\\x00,\\x00\\x00\\x00\\x00\b\\x00\\x0b\\x00\\x00\b9\\x00%\b( \\xa1\\xa0A\\x02\\x0f\b\\x1a\\x94@ \u0083\\x03\\x0b\\x1bFh\\x80\\xe0`\\x84\\x8b\\x14\\x0bJ\\xbc\\xc8 \\x00\u00cb\\x11\\x1c\\x18\\xd0x1\\xa1\\xc5\\x07\t\""BP\\xb0P\u0080\\x05-\\x03\\x02\\x00;""",,--FmyNzj2mB9zYCUwrT,192.168.56.105,192.168.56.107,35986,80,6,Mozilla/5.0 (X11; Linux x86_64; rv:78.0) Gecko/20100101 Firefox/78.0,192.168.56.107,HTTP,Web
